season_code,league_name,division,Date,HomeTeam,AwayTeam,result,result_ht,league_id,home_cluster,away_cluster,elo,elo_away,elo_diff,avg_home_score_5,avg_home_score_ht_5,avg_home_shots_on_target_5,avg_home_shots_5,avg_home_corners_5,avg_home_fouls_5,avg_home_yellow_5,avg_home_red_5,avg_away_score_5,avg_away_score_ht_5,avg_away_shots_on_target_5,avg_away_shots_5,avg_away_corners_5,avg_away_fouls_5,avg_away_yellow_5,avg_away_red_5,home_score,away_score
1617,Premier League,E0,2016-10-15,Crystal Palace,West Ham,2,2,2,1,1,104.996,80.425,24.571,1.667,0.667,5.667,17.333,7.667,14.0,2.0,0.0,1.333,0.0,3.333,13.0,3.667,10.667,2.0,0.0,0,1
1617,Premier League,E0,2016-10-15,Man City,Everton,1,1,2,1,1,123.798,113.881,9.917,3.0,1.667,7.0,19.333,6.333,8.0,1.0,0.333,1.667,0.333,6.0,15.333,3.667,10.667,1.333,0.0,1,1
1617,Premier League,E0,2016-10-15,Stoke,Sunderland,0,0,2,1,1,81.259,76.391,4.868,0.667,0.0,2.333,11.667,7.667,11.333,3.0,0.0,0.667,0.0,2.333,6.0,4.0,12.667,3.0,0.333,2,0
1617,Premier League,E0,2016-10-15,West Brom,Tottenham,1,1,2,1,1,99.174,124.16,-24.986,1.667,1.333,4.0,10.667,4.667,14.0,2.0,0.0,2.333,1.0,5.667,17.333,8.0,13.667,1.0,0.0,1,1
1617,Premier League,E0,2016-10-16,Middlesbrough,Watford,2,1,2,1,1,89.996,95.224,-5.228,1.0,0.667,2.667,10.0,5.667,12.333,2.0,0.0,1.667,1.0,4.0,10.0,4.0,14.0,2.333,0.333,0,1
1617,Premier League,E0,2016-10-16,Southampton,Burnley,0,1,2,1,1,99.932,90.841,9.091,1.0,0.0,6.333,19.667,6.0,12.333,1.333,0.0,0.0,0.0,1.0,6.5,3.0,9.0,1.5,0.0,3,1
1617,Premier League,E0,2016-10-17,Liverpool,Man United,1,1,2,1,1,119.501,109.233,10.268,4.5,2.5,11.5,24.5,7.0,6.0,1.0,0.0,1.667,0.333,6.0,18.333,5.0,11.667,2.667,0.0,0,0
1617,Premier League,E0,2016-10-22,Arsenal,Middlesbrough,1,1,2,1,1,124.089,85.071,39.018,2.75,1.75,4.5,14.0,6.25,9.75,1.25,0.25,1.0,0.75,2.0,7.75,3.25,13.0,2.0,0.0,0,0
1617,Premier League,E0,2016-10-22,Bournemouth,Tottenham,1,1,2,1,1,100.821,123.801,-22.98,2.25,1.0,4.75,13.75,6.0,8.5,0.75,0.0,2.0,0.75,6.25,18.0,8.0,12.75,1.25,0.0,0,0
1617,Premier League,E0,2016-10-22,Burnley,Everton,0,0,2,1,1,85.972,114.024,-28.052,1.0,0.6,2.4,9.8,4.4,10.0,1.2,0.0,1.5,0.25,5.0,12.25,3.0,10.25,1.5,0.0,2,1
1617,Premier League,E0,2016-10-22,Hull,Stoke,2,2,2,1,1,85.225,86.189,-0.964,0.75,0.25,3.0,9.0,3.25,9.75,1.5,0.25,0.75,0.0,3.0,9.5,3.75,10.75,1.75,0.0,0,2
1617,Premier League,E0,2016-10-22,Leicester,Crystal Palace,0,0,2,1,1,90.414,99.643,-9.229,1.25,0.5,3.5,11.0,4.0,11.0,1.0,0.0,1.5,0.25,3.0,13.0,6.0,10.25,2.75,0.0,3,1
1617,Premier League,E0,2016-10-22,Liverpool,West Brom,0,0,2,1,1,119.353,99.533,19.82,3.0,1.667,8.667,19.333,5.667,8.667,0.667,0.0,0.75,0.25,3.75,12.75,5.5,13.0,3.0,0.0,2,1
1617,Premier League,E0,2016-10-22,Swansea,Watford,1,1,2,1,1,76.605,100.149,-23.544,1.0,0.5,3.25,10.0,3.5,12.5,1.75,0.0,1.5,0.75,3.5,8.5,4.5,13.0,2.0,0.25,0,0
1617,Premier League,E0,2016-10-22,West Ham,Sunderland,0,1,2,1,1,85.778,71.461,14.317,1.0,0.5,2.25,16.5,3.75,11.75,3.0,0.0,0.5,0.0,2.0,7.25,4.0,12.75,2.5,0.25,1,0
1617,Premier League,E0,2016-10-23,Chelsea,Man United,0,0,2,1,1,114.035,109.381,4.654,2.25,1.0,6.5,16.5,7.5,8.5,2.25,0.0,1.25,0.25,4.75,15.5,4.0,13.75,3.0,0.0,4,0
1617,Premier League,E0,2016-10-23,Man City,Southampton,1,2,2,1,1,123.655,104.801,18.854,2.5,1.25,7.25,19.25,8.0,7.75,0.75,0.25,1.0,0.5,5.0,13.25,2.25,9.75,1.75,0.0,1,1
1617,Premier League,E0,2016-10-29,Crystal Palace,Liverpool,2,2,2,1,1,94.51,124.068,-29.558,1.25,0.5,5.0,16.0,7.5,13.5,1.75,0.0,1.8,0.8,5.2,17.2,7.0,12.2,2.4,0.0,2,4
1617,Premier League,E0,2016-10-29,Man United,Burnley,1,1,2,1,1,104.448,91.375,13.073,2.0,1.5,6.0,16.5,7.25,12.25,1.75,0.0,0.333,0.0,1.0,6.333,3.333,9.333,1.667,0.0,0,0
1617,Premier League,E0,2016-10-29,Middlesbrough,Bournemouth,0,0,2,1,1,85.63,101.151,-15.521,0.75,0.5,2.75,10.0,5.25,13.0,2.5,0.0,0.75,0.5,3.0,8.75,5.0,12.0,1.75,0.25,2,0
1617,Premier League,E0,2016-10-29,Sunderland,Arsenal,2,2,2,1,1,66.667,123.53,-56.863,1.0,0.25,3.25,11.75,5.5,11.0,0.75,0.0,2.0,1.0,5.75,16.25,4.75,9.25,1.25,0.0,1,4
1617,Premier League,E0,2016-10-29,Tottenham,Leicester,1,0,2,1,1,123.471,95.547,27.924,1.25,0.5,6.25,18.75,8.25,14.25,2.25,0.0,0.75,0.25,2.75,11.25,5.25,12.25,1.75,0.0,1,1
1617,Premier League,E0,2016-10-29,Watford,Hull,0,1,2,1,1,99.811,80.239,19.572,1.75,0.25,5.0,11.75,3.0,17.25,4.0,0.0,1.25,0.25,3.0,9.0,4.5,8.75,1.25,0.25,1,0
1617,Premier League,E0,2016-10-29,West Brom,Man City,2,2,2,1,1,94.818,123.384,-28.566,1.5,1.0,4.0,10.0,4.75,14.0,2.0,0.0,2.25,1.25,5.5,15.0,5.25,10.5,3.0,0.0,0,4
1617,Premier League,E0,2016-10-30,Everton,West Ham,0,1,2,1,1,108.621,90.572,18.049,1.5,1.25,6.0,14.25,7.5,11.25,2.25,0.0,1.25,0.25,3.5,12.75,4.25,11.25,2.25,0.25,2,0
1617,Premier League,E0,2016-10-30,Southampton,Chelsea,2,2,2,1,1,105.072,118.968,-13.896,1.5,0.0,8.25,23.25,6.5,12.0,1.25,0.0,1.5,0.25,5.5,18.0,6.0,11.0,2.75,0.0,0,2
